Gene	Median_Genetic_load
Zm00001d001858	2.509
Zm00001d001859	4.088
Zm00001d001861	5.06268
Zm00001d001860	3.222346
Zm00001d001862	2.192046
Zm00001d001864	0
Zm00001d001865	0.8222
Zm00001d001866	0.1892
Zm00001d001867	3.57962
Zm00001d001869	2.5708
Zm00001d001868	5.27708
Zm00001d001870	2.76226
Zm00001d001871	2.506
Zm00001d001872	0
Zm00001d001875	0
ENSRNA049472564	0
Zm00001d001873	0
Zm00001d001877	0.459
Zm00001d001876	3.18902
Zm00001d001878	0
ENSRNA049444291	0
Zm00001d001879	0.8134
Zm00001d001880	0.0552
Zm00001d001881	0
Zm00001d001882	0
Zm00001d001883	0
Zm00001d000733	0
Zm00001d001884	0.248
Zm00001d001885	0.3844
Zm00001d000734	1.1734
Zm00001d001886	0.3262
Zm00001d000735	0.0124
Zm00001d001887	0.0124
Zm00001d001888	0.12686
Zm00001d001889	0.12686
Zm00001d001890	0.12686
Zm00001d001891	0.12686
Zm00001d001892	0.12686
ENSRNA049444234	0.12686
Zm00001d001893	0.5086
Zm00001d001894	2.0624
Zm00001d001895	1.9506
Zm00001d001896	0.3422
Zm00001d001897	0
ENSRNA049472552	4.347
Zm00001d001899	2.7052
Zm00001d001900	3.96858
Zm00001d001898	4.39124
Zm00001d001901	0.0904
Zm00001d001902	0
Zm00001d001903	2.5728
Zm00001d001904	6.487
Zm00001d001905	6.348
Zm00001d001906	0.3528
Zm00001d001907	0
Zm00001d001908	0
Zm00001d001909	0
Zm00001d001910	0.19752
Zm00001d001912	0.4096
Zm00001d001911	0.1712
Zm00001d001913	0.4459
Zm00001d001914	8.02012
Zm00001d001915	0.3136
Zm00001d001916	0
Zm00001d001917	0
Zm00001d001918	0.058
Zm00001d001920	0
Zm00001d001921	0
Zm00001d001922	0
Zm00001d001923	0
Zm00001d001924	0.572
Zm00001d001926	0
Zm00001d001928	0.2944
Zm00001d001927	0.2944
Zm00001d001929	4.83234
Zm00001d001930	0.42242
Zm00001d001931	2.9612
Zm00001d001932	0.6264
Zm00001d001933	1.5799
Zm00001d001935	1.5131
Zm00001d001934	0.7068
Zm00001d001936	1.6878
Zm00001d001937	0.5486
Zm00001d001939	0.22
Zm00001d001941	2.5196
Zm00001d001940	4.265
Zm00001d001942	0
Zm00001d001943	0.9944
Zm00001d001944	1.273
Zm00001d001945	0.0714
Zm00001d001946	0.0638
Zm00001d001947	0
Zm00001d001948	0.7224
Zm00001d001951	2.1401
Zm00001d001952	1.6162
Zm00001d001950	1.6162
Zm00001d001949	1.3316
Zm00001d001953	0.8326
Zm00001d001954	0
Zm00001d001955	0.994
Zm00001d001957	0
Zm00001d001959	0.349
Zm00001d001960	0.318
Zm00001d001961	1.4344
Zm00001d001962	0.95964
Zm00001d001963	0.70438
Zm00001d001964	1.6522
Zm00001d001965	1.95456
Zm00001d001967	6.71
Zm00001d001966	0.6678
Zm00001d001968	0
Zm00001d001971	4.1882
Zm00001d001970	1.755
Zm00001d001972	0.1968
Zm00001d001973	0
Zm00001d001974	0
Zm00001d001975	0
Zm00001d001976	0
Zm00001d001977	0.6634
Zm00001d001978	1.5254
Zm00001d001979	0.817
Zm00001d001980	0.4016
Zm00001d001981	3.2796
Zm00001d001982	1.2316
Zm00001d000736	2.4604
Zm00001d001983	3.7668
Zm00001d001984	0.4606
Zm00001d001986	1.6278
Zm00001d001987	0
Zm00001d001988	0
Zm00001d001989	0.01212
Zm00001d001990	0.7858
Zm00001d001991	2.71462
Zm00001d001992	3.5544
Zm00001d001994	4.6366
Zm00001d001993	6.2052
Zm00001d001995	0
Zm00001d001996	3.45546
Zm00001d001997	2.4112
Zm00001d001999	0.9994
Zm00001d002000	0.326
ENSRNA049472598	0.7538
Zm00001d002001	0.2472
Zm00001d002003	0
Zm00001d000737	0
Zm00001d002004	2.18994
Zm00001d002005	0.242
Zm00001d002006	2.44976
Zm00001d002007	1.017
Zm00001d002008	0
ENSRNA049472612	0
Zm00001d002011	2.68058
Zm00001d002012	1.22958
Zm00001d002013	0.18918
Zm00001d002014	0.4318
Zm00001d002015	0.6778
Zm00001d002016	0.2567
Zm00001d002017	0.532
Zm00001d002018	0.1936
Zm00001d002019	0
Zm00001d000738	0
Zm00001d002020	0.1796
Zm00001d002021	0.1644
Zm00001d002022	0
Zm00001d000739	0
Zm00001d000740	1.00196
Zm00001d002024	0.569
Zm00001d002023	0.43896
Zm00001d002025	1.4
Zm00001d002026	0.3318
Zm00001d002027	0.6256
Zm00001d002028	7.04894
ENSRNA049472536	4.7282
Zm00001d002029	0.0582
Zm00001d002031	0
Zm00001d002032	0
Zm00001d000741	0.088
Zm00001d002033	0.362
Zm00001d002034	0
Zm00001d002035	1.2136
Zm00001d002036	0.224
Zm00001d002037	1.08
Zm00001d002038	2.028
Zm00001d002039	0
Zm00001d002040	0.224
Zm00001d002042	0.114
Zm00001d002043	3.3958
Zm00001d002046	0.5854
Zm00001d002044	2.599
Zm00001d002047	0
Zm00001d002048	0
Zm00001d002049	0
Zm00001d000742	0
Zm00001d000743	0
Zm00001d002050	0
Zm00001d002051	2.47646
Zm00001d002052	1.94874
Zm00001d000744	2.7446
Zm00001d002053	1.96072
Zm00001d002055	1.7322
Zm00001d002057	0.8252
Zm00001d002054	0.92
Zm00001d002058	2.30048
Zm00001d002056	0.521
Zm00001d002062	0
Zm00001d002063	0
Zm00001d000745	0.204
Zm00001d002064	1.21446
Zm00001d002065	0.1616
Zm00001d002066	0
Zm00001d002067	0
Zm00001d000746	0.16712
Zm00001d002068	0.89812
Zm00001d002069	0.03756
Zm00001d002071	0.282
Zm00001d002072	0
Zm00001d002074	0
Zm00001d000747	1.0132
Zm00001d002075	0.093
Zm00001d002079	2.2332
Zm00001d002080	1.317
Zm00001d002081	0
Zm00001d002082	0.1728
Zm00001d002083	0
Zm00001d002084	0
Zm00001d002085	0.296
Zm00001d002086	4.5064
Zm00001d002087	3.8944
Zm00001d002088	3.68004
Zm00001d002089	1.2132
Zm00001d002090	0.79266
Zm00001d002091	2.18314
Zm00001d002093	1.2758
Zm00001d002094	3.6188
Zm00001d002095	0.1936
Zm00001d002096	1.98038
Zm00001d002097	3.9227
Zm00001d002098	4.6606
Zm00001d002100	4.94862
Zm00001d002102	6.8696
ENSRNA049444185	6.8696
Zm00001d002099	4.7184
Zm00001d002101	3.6296
Zm00001d002104	0.1754
Zm00001d002103	0.4108
Zm00001d002105	0
Zm00001d002106	0
Zm00001d002108	0
Zm00001d002107	0
Zm00001d002109	0
Zm00001d002111	0.444
Zm00001d002110	0.7438
Zm00001d002112	0.741
Zm00001d002113	0
ENSRNA049472408	0
ENSRNA049472502	0
Zm00001d002116	0.9102
Zm00001d002115	1.162
Zm00001d002117	0.2766
Zm00001d002119	0.143
Zm00001d002121	4.24798
Zm00001d002120	1.542
Zm00001d002122	1.194
Zm00001d002123	0.0896
Zm00001d002124	4.05552
ENSRNA049472522	2.1584
zma-MIR395d	1.8506
ENSRNA049472440	1.8506
ENSRNA049472588	1.0404
zma-MIR395f	0.251
ENSRNA049472504	0.251
Zm00001d000748	0.6748
zma-MIR395e	3.3943
ENSRNA049472540	3.3943
zma-MIR395i	3.5399
ENSRNA049472558	3.5399
ENSRNA049472591	4.2826
ENSRNA049472568	4.494
zma-MIR395b	4.494
ENSRNA049472360	4.4718
ENSRNA049472574	4.1204
zma-MIR395a	4.5304
Zm00001d002125	0
Zm00001d000749	1.3656
Zm00001d002126	1.8223
Zm00001d000750	0.2656
Zm00001d002127	0.2656
Zm00001d002128	0.296
Zm00001d002130	3.1764
Zm00001d002129	2.221
Zm00001d002131	0
Zm00001d002132	0.7352
Zm00001d002133	0.6112
Zm00001d002134	0
Zm00001d002135	0
Zm00001d002136	0.1108
Zm00001d002137	0
Zm00001d002138	0.24776
Zm00001d000751	0.90502
Zm00001d002139	0.319
Zm00001d002140	2.063
Zm00001d002141	0
Zm00001d002143	2.6476
Zm00001d002144	0.1028
Zm00001d002145	0
Zm00001d002147	2.0976
Zm00001d002146	5.751
Zm00001d002148	0.3582
Zm00001d002150	4.389
Zm00001d002149	1.92856
Zm00001d002153	0
Zm00001d002155	2.374
Zm00001d002156	0.4754
ENSRNA049472415	2.4888
ENSRNA049472421	2.4888
Zm00001d002154	2.4888
Zm00001d002158	3.5788
Zm00001d002159	4.9848
Zm00001d002157	3.3018
Zm00001d002160	1.8424
Zm00001d002161	0.8518
Zm00001d002163	0.8234
Zm00001d002164	0
Zm00001d002166	0.266
Zm00001d002167	0.24
Zm00001d002169	1.68036
Zm00001d002168	1.65
Zm00001d002172	0
Zm00001d002173	0.3242
Zm00001d002174	0.3752
Zm00001d002175	0.8292
Zm00001d002176	1.682
Zm00001d000752	3.2132
Zm00001d002178	0
Zm00001d002179	0.7802
Zm00001d002181	0.3922
Zm00001d002182	0
Zm00001d002184	0
Zm00001d002185	0.4166
Zm00001d002186	1.4644
Zm00001d002188	0
Zm00001d002187	0
Zm00001d002189	0.436
Zm00001d002190	0.5484
Zm00001d002191	8.36316
Zm00001d002192	0.163
Zm00001d002193	0.236
Zm00001d002194	0.32
Zm00001d002195	0
Zm00001d002198	0
ENSRNA049472630	1.4314
ENSRNA049472528	1.4888055
Zm00001d002199	0
ENSRNA049472641	1.0033
Zm00001d002200	0.24
Zm00001d002202	0.41614
Zm00001d002204	0
Zm00001d002203	0
Zm00001d002205	0
ENSRNA049472623	0.136
Zm00001d002208	0
Zm00001d002206	0.2098
Zm00001d002207	0.2098
Zm00001d002209	0
Zm00001d002211	0.28706
ENSRNA049472604	0.1054
Zm00001d002214	0.3452
Zm00001d002212	0.3452
Zm00001d002213	0.3452
Zm00001d002216	0.0968
Zm00001d002215	0.446
Zm00001d002217	0.218
ENSRNA049472626	0
Zm00001d002221	0.31672
Zm00001d002218	0
Zm00001d002220	0
Zm00001d002224	0
Zm00001d002223	0
Zm00001d002225	0
ENSRNA049472620	0
Zm00001d002228	0
Zm00001d002226	0
Zm00001d002227	0
Zm00001d002229	0
Zm00001d002230	0.6008
Zm00001d002231	1.0042
Zm00001d000753	0.69836
Zm00001d002232	0.68376
Zm00001d002234	1.355
Zm00001d002236	3.42902
Zm00001d002235	0.1746
Zm00001d002238	0
Zm00001d000754	0
Zm00001d002239	0
Zm00001d002240	0
Zm00001d002241	0.868058
Zm00001d002242	0
Zm00001d002243	0
Zm00001d002244	0.0282
Zm00001d002246	0.44054
Zm00001d002247	0.378
Zm00001d002250	0.031
Zm00001d002249	0.5188
Zm00001d002251	1.5894
Zm00001d002252	1.6804
Zm00001d002253	0.622
Zm00001d002255	0.7304
Zm00001d002254	6.51454
Zm00001d002256	0.56108
Zm00001d002257	3.4612
zma-MIR171c	2.6648
ENSRNA049472513	2.6648
Zm00001d002258	3.9406
Zm00001d002259	5.1816
Zm00001d002260	5.14679
Zm00001d002261	0.4062
Zm00001d002262	2.333
Zm00001d000755	2.3024
Zm00001d002263	0.5522
Zm00001d002266	0.2164
Zm00001d002267	2.0026
Zm00001d002268	1.4236
Zm00001d002271	6.4443
Zm00001d002269	6.4892
Zm00001d002272	0.5432
ENSRNA049472638	1.1609
Zm00001d002274	0
Zm00001d000756	0
Zm00001d002275	0.2505
Zm00001d002276	2.1317
Zm00001d002277	1.3734
Zm00001d002278	2.701
Zm00001d002279	5.697004
Zm00001d002280	0
Zm00001d002282	0.964
Zm00001d002281	3.0897
Zm00001d002283	1.09074
Zm00001d002284	1.8652
Zm00001d002285	2.3462
Zm00001d000757	2.44
Zm00001d002286	5.62778
Zm00001d002287	5.7591
Zm00001d002288	0
Zm00001d002289	1.9194
ENSRNA049444172	1.9194
Zm00001d002290	0.5714
Zm00001d002291	0.5714
Zm00001d002292	0
Zm00001d002294	0.4938
ENSRNA049444159	0.4938
Zm00001d002295	2.2998
Zm00001d002296	2.1158
Zm00001d002299	0.4368
Zm00001d002301	1.24026
Zm00001d002302	3.4516
Zm00001d002304	3.8108
Zm00001d002305	0
Zm00001d000758	0.3102
Zm00001d002307	0.6138
Zm00001d002308	0
Zm00001d002309	0.1394
Zm00001d002311	0
Zm00001d002312	0
Zm00001d002313	5.10318
Zm00001d002314	0
Zm00001d002315	2.0312
ENSRNA049468582	7.3362
Zm00001d002316	1.2202
Zm00001d002317	3.0838
Zm00001d002318	3.121
Zm00001d002320	7.8536
Zm00001d002319	0
Zm00001d002322	0
Zm00001d002323	0.245
Zm00001d002324	0
Zm00001d002325	0.3204
Zm00001d002326	0
Zm00001d002328	0
Zm00001d002330	0
Zm00001d002331	0.984
Zm00001d002333	2.8276
Zm00001d002332	2.8276
Zm00001d002334	4.7292
Zm00001d002336	0
Zm00001d002338	0.6638
Zm00001d002340	9.58626
Zm00001d002339	6.92
Zm00001d002341	1.5534
Zm00001d002342	2.792
Zm00001d002343	3.2828
Zm00001d002345	1.0514
Zm00001d002344	1.0152
Zm00001d002346	8.08734
Zm00001d002347	0.2868
Zm00001d002348	1.35453
Zm00001d002349	0
Zm00001d002350	0
Zm00001d002351	0.297
Zm00001d002352	0
Zm00001d002353	0.1776
Zm00001d002355	0
Zm00001d002356	4.10082
Zm00001d002357	1.4942
Zm00001d002359	0.33675
Zm00001d002358	0.4438
Zm00001d002360	0.248
Zm00001d002361	0
Zm00001d002362	0.27816
Zm00001d002364	2.18162
Zm00001d002365	0.226
Zm00001d002366	0.67412
Zm00001d002367	1.4171
Zm00001d002369	0.4098
Zm00001d002370	0
Zm00001d002371	0.5036
Zm00001d002373	2.4472
Zm00001d002372	1.9544
Zm00001d002375	0
Zm00001d002374	0
Zm00001d002377	0
Zm00001d002378	0
Zm00001d002379	0
Zm00001d002380	0
Zm00001d002381	0
zma-MIR169c	0.3664
ENSRNA049468606	0.3664
Zm00001d002382	1.939
Zm00001d002384	4.31916
Zm00001d002385	1.94056
Zm00001d002383	2.4886
Zm00001d002387	0.5558
Zm00001d002386	1.97172
Zm00001d002389	3.7878
Zm00001d002388	5.0273
Zm00001d002390	0.1362
Zm00001d002392	2.122
Zm00001d002391	0.53132
Zm00001d002393	0.541
Zm00001d002394	0.8218
Zm00001d002395	0.2554
Zm00001d002396	2.281
Zm00001d002397	0.7422
Zm00001d002398	0.19146
Zm00001d002399	0
Zm00001d002400	0
Zm00001d002401	0.29136
Zm00001d002402	0.978
Zm00001d002403	0
Zm00001d002405	2.68012
Zm00001d002406	2.5164
Zm00001d002407	0.246
Zm00001d002408	3.1866
Zm00001d002410	3.7242
Zm00001d002409	5.2652
Zm00001d002411	0
Zm00001d002412	0.444
Zm00001d002413	0
Zm00001d002415	5.3911
Zm00001d002414	2.0842
Zm00001d002416	5.084
Zm00001d002418	1.241
Zm00001d002420	1.43644
Zm00001d002419	2.97144
Zm00001d002421	0.03322
Zm00001d002422	0
Zm00001d002423	2.39026
Zm00001d002424	0
Zm00001d002425	7.23102
Zm00001d002426	5.8646
Zm00001d002427	1.5528
Zm00001d002428	0.522
Zm00001d002429	0
Zm00001d002430	6.4818
Zm00001d002431	1.9764
Zm00001d000759	1.54548
Zm00001d002432	1.72
Zm00001d002433	2.6586
Zm00001d002434	5.1062
Zm00001d002435	0
Zm00001d002436	0.0362
Zm00001d002437	2.22046
Zm00001d002439	7.551988
Zm00001d002440	0
Zm00001d002441	0.2016
Zm00001d002444	0
Zm00001d002446	0
Zm00001d002447	1.0014
Zm00001d002448	0.6524
Zm00001d002449	0
Zm00001d002451	4.81956
Zm00001d002450	4.44836
Zm00001d002452	2.069
Zm00001d002454	0
Zm00001d002456	8.151
Zm00001d002455	3.8286
Zm00001d002457	0
Zm00001d002458	0.0662
Zm00001d002459	7.3479
ENSRNA049444131	7.3479
Zm00001d002461	7.6127
Zm00001d002462	7.6127
Zm00001d002463	1.7156
Zm00001d002465	0
Zm00001d002467	0
Zm00001d002468	0
Zm00001d002469	0
Zm00001d002471	1.132
Zm00001d002470	0.262
Zm00001d002472	0
Zm00001d002473	0
Zm00001d002474	0
Zm00001d002475	3.69794
Zm00001d000760	1.50678
Zm00001d000761	2.47334
Zm00001d002476	3.77338
Zm00001d002477	6.9462
Zm00001d002478	1.7662
Zm00001d002479	0.5428
Zm00001d002480	0
Zm00001d002481	0
Zm00001d002482	1.14
Zm00001d002483	4.1658
Zm00001d002485	0.4544
Zm00001d002486	1.1273
Zm00001d002488	0.432
Zm00001d000762	0.1704
Zm00001d002489	3.5206
Zm00001d002490	0.844
Zm00001d002491	2.9038
Zm00001d002492	2.88186
Zm00001d002494	3.5708
Zm00001d002495	1.7736
Zm00001d002496	0.75366
Zm00001d002497	0.6114
Zm00001d002498	2.8994
Zm00001d002499	0.6612
Zm00001d002500	1.7694
Zm00001d002501	1.7694
Zm00001d000763	0.743
Zm00001d002503	0.5218
Zm00001d002504	2.3866
Zm00001d002505	0.262
Zm00001d002506	0
Zm00001d002508	2.4194
Zm00001d002507	0.30892
Zm00001d002509	2.7794
Zm00001d002510	0
Zm00001d002511	0
Zm00001d002512	0
Zm00001d002514	0
Zm00001d002515	2.025
Zm00001d002517	1.104
Zm00001d002519	0.3646
Zm00001d002520	6.5204
Zm00001d002521	0.9378
Zm00001d002522	1.0906
Zm00001d002523	3.16535
Zm00001d002524	0.7054
Zm00001d002525	0
Zm00001d002526	0.302
Zm00001d002528	1.3608
Zm00001d002530	0.8782
Zm00001d002529	0.8782
Zm00001d002531	3.77126
Zm00001d002532	0.37013
Zm00001d002533	0
Zm00001d002534	0
Zm00001d002535	0.355
Zm00001d002536	0.12226
Zm00001d002537	0
Zm00001d002539	3.66348
Zm00001d002538	4.46448
Zm00001d002540	4.7811
Zm00001d002541	0.34
Zm00001d002542	1.288
Zm00001d002543	1.316
Zm00001d002544	1.0728
Zm00001d002546	2.68384
Zm00001d002547	2.20144
Zm00001d002545	2.20144
Zm00001d002548	0.74394
Zm00001d002549	0.06042
Zm00001d002550	0.728
Zm00001d002551	0
Zm00001d002553	0
Zm00001d000764	2.9628
Zm00001d002554	0
Zm00001d002558	2.2348
Zm00001d002555	3.75128
Zm00001d002556	3.80468
Zm00001d002557	3.07928
Zm00001d002560	0
Zm00001d002562	2.2434
Zm00001d000765	0
Zm00001d002564	1.3792
Zm00001d002565	3.5834
Zm00001d002566	0
Zm00001d002567	0
Zm00001d002568	0.7422
Zm00001d002569	0.7644
Zm00001d002570	2.569
Zm00001d002571	0
Zm00001d002572	0
Zm00001d002573	0.22
Zm00001d002576	3.837
Zm00001d002577	1.2994
Zm00001d000766	0.484
Zm00001d002579	1.3916
Zm00001d002580	0.5674
Zm00001d002582	0.36
Zm00001d002583	4.11942
Zm00001d002586	4.1192
Zm00001d002584	1.7504
Zm00001d002585	0
Zm00001d002587	0.058
Zm00001d002589	2.7842
Zm00001d002590	4.2194
ENSRNA049468588	4.69732
ENSRNA049468514	3.74712
Zm00001d002591	2.33108
Zm00001d002592	2.90008
Zm00001d002593	2.058
Zm00001d002594	0.5416
Zm00001d002595	0.244
Zm00001d002596	7.195
Zm00001d002597	4.6662
Zm00001d002598	0.41396
Zm00001d002599	0.474
Zm00001d002600	0
Zm00001d002601	0
Zm00001d002602	0
Zm00001d002603	3.5328
Zm00001d002606	0
Zm00001d002607	0.644
Zm00001d002608	1.1596
Zm00001d002609	0.0602
Zm00001d002610	0
Zm00001d002611	0
Zm00001d002612	3.6462
zma-MIR399e	3.73808
Zm00001d002613	7.34316
Zm00001d002614	1.92798
Zm00001d000767	1.92798
Zm00001d002615	0
Zm00001d002616	0
Zm00001d002617	0.4052
Zm00001d002618	0.1846
Zm00001d002620	0.197
Zm00001d002622	0.2858
Zm00001d002621	0
Zm00001d000768	0.5548
Zm00001d002623	0.782
Zm00001d002624	0
Zm00001d002625	0
Zm00001d002626	0
Zm00001d002627	2.4844
ENSRNA049444109	2.4844
Zm00001d002628	0
Zm00001d002629	0.6376
Zm00001d002630	0.4584
Zm00001d002631	0
Zm00001d002632	0.9848
Zm00001d002634	0
Zm00001d002636	0
Zm00001d002635	0.562
Zm00001d002637	0
Zm00001d002638	0
Zm00001d002639	0
Zm00001d002640	0
Zm00001d000769	0.212
Zm00001d002641	3.40172
Zm00001d002642	0
Zm00001d002644	0
ENSRNA049468614	0
zma-MIR171h	0
Zm00001d002645	6.331
Zm00001d002647	0
Zm00001d000770	0
Zm00001d002649	0.7753
Zm00001d002650	2.8094
Zm00001d002652	0
Zm00001d002654	0.3762
Zm00001d002655	2.3352
Zm00001d000771	0
Zm00001d002656	0
Zm00001d002658	0.1884
Zm00001d002659	0
Zm00001d002661	0.133
Zm00001d000773	0.7638
Zm00001d002662	0
Zm00001d002663	0
Zm00001d002664	3.456
Zm00001d000774	0.469
Zm00001d002666	0.322
Zm00001d002665	0.322
Zm00001d002668	1.8175
Zm00001d002669	0
Zm00001d002670	0
Zm00001d002671	0.8843
Zm00001d000776	1.7516
Zm00001d002673	2.9674
Zm00001d002674	0
Zm00001d002675	0.48206
Zm00001d002676	1.83106
Zm00001d002677	1.2666
Zm00001d000777	10.6464
Zm00001d002678	2.8432
Zm00001d002679	0.1656
Zm00001d002680	0
Zm00001d002681	0
Zm00001d002682	0
Zm00001d002684	2.2396
Zm00001d002683	2.7492
Zm00001d002685	0
Zm00001d002687	0.1538
Zm00001d002688	0.5168
Zm00001d000778	0.8786
Zm00001d002690	0.204
Zm00001d002691	0
Zm00001d002694	4.88794
Zm00001d002693	5.78262
Zm00001d002695	1.89412
Zm00001d002696	2.7784
Zm00001d002698	3.031444
Zm00001d002699	1.294
Zm00001d000779	1.1396
Zm00001d002700	5.2064
Zm00001d002701	0.266
Zm00001d002703	0.2382
Zm00001d002704	5.97124
Zm00001d002706	2.2335
Zm00001d002705	0
Zm00001d002707	0
Zm00001d002709	0.23086
Zm00001d002708	0
Zm00001d002711	2.6236
Zm00001d002710	3.988
Zm00001d002712	0
Zm00001d002713	0
Zm00001d002714	2.0548
Zm00001d002715	0
Zm00001d002716	0
Zm00001d000780	0
Zm00001d000781	0.278
Zm00001d002717	1.0082
Zm00001d002718	0.5364
Zm00001d002719	0
Zm00001d002720	0.6282
Zm00001d002721	0.7644
Zm00001d002723	0.1104
Zm00001d002722	0.94894
Zm00001d002725	1.4938
Zm00001d002724	4.734242
Zm00001d002726	3.5666
Zm00001d002727	0
Zm00001d002728	0
Zm00001d002729	1.3336
Zm00001d002730	1.6698
Zm00001d002731	0.886
Zm00001d002732	0.43412
Zm00001d002734	5.5564
Zm00001d002733	8.1632
Zm00001d002736	7.8928
Zm00001d002735	8.8118
Zm00001d002737	0
Zm00001d002738	2.085
Zm00001d002739	1.6788
Zm00001d002741	0.91
Zm00001d002740	3.3382
Zm00001d002742	0.642
Zm00001d002743	0.44778
Zm00001d002744	0
Zm00001d002745	0
Zm00001d002746	0
Zm00001d002747	2.2238
Zm00001d002748	3.2724
Zm00001d002750	0.7662
Zm00001d002751	0.50742
Zm00001d002753	0.268
Zm00001d002754	0.1564
Zm00001d002755	0.6482
Zm00001d002756	0.6794
Zm00001d002757	0
Zm00001d002758	2.2094
Zm00001d002759	2.8206
Zm00001d002760	1.04528
Zm00001d002761	0.82652
Zm00001d002762	1.12042
Zm00001d000782	2.2884
Zm00001d002768	0.058
Zm00001d002769	0.359
Zm00001d002770	0.0796
Zm00001d002772	0.4934
Zm00001d002771	1.2432
Zm00001d002773	0.1114
Zm00001d002774	1.3486
Zm00001d002775	0.1694
Zm00001d002776	0.4042
Zm00001d002777	0.3226
Zm00001d002778	0
Zm00001d002781	0.2316
Zm00001d002782	0.2182
Zm00001d002783	1.6296
Zm00001d002784	1.79456
Zm00001d002787	0
Zm00001d002788	0.34
Zm00001d002789	1.93322
Zm00001d002790	1.6814
Zm00001d002791	0
Zm00001d002793	0
Zm00001d002794	0.61
Zm00001d002796	0.2478
Zm00001d002797	0.34
Zm00001d002798	0.5816
Zm00001d002799	3.0972
Zm00001d002801	0.732
Zm00001d002802	0
Zm00001d002803	0.0916
Zm00001d002804	0.34244
Zm00001d002805	0
Zm00001d002806	2.22918
Zm00001d002809	0.1626
Zm00001d002810	0.0582
ENSRNA049441657	1.65852
Zm00001d002811	1.78922
Zm00001d002812	0.49
Zm00001d002813	1.4044
Zm00001d002814	0
Zm00001d002815	6.1746
Zm00001d002816	0.9652
Zm00001d002817	0
Zm00001d002819	1.2164
Zm00001d002818	5.0984
Zm00001d002820	0
Zm00001d002821	1.451
Zm00001d002822	2.0168
Zm00001d002823	0
Zm00001d002824	0
Zm00001d002825	0.6505
Zm00001d002826	5.5866
Zm00001d002827	0
Zm00001d002828	2.7186
Zm00001d002829	0.7866
Zm00001d000783	1.6314
Zm00001d002830	1.0546
Zm00001d002833	3.1085
Zm00001d002834	6.5106
Zm00001d002835	2.155
Zm00001d002836	2.884
Zm00001d002838	4.2982
Zm00001d002837	1.6572
Zm00001d002841	0
Zm00001d002839	0
Zm00001d002842	3.72888
Zm00001d002843	0.618
Zm00001d002844	2.1528
Zm00001d002845	0.254
Zm00001d002846	0
Zm00001d002847	0.1464
Zm00001d002848	0
Zm00001d002849	1.884
Zm00001d002850	1.045
Zm00001d002852	2.7154
Zm00001d002851	0.035
Zm00001d002853	0.2172
Zm00001d002854	7.6274
Zm00001d002856	3.32194
Zm00001d000784	0
Zm00001d002857	0.244
Zm00001d002859	0.0944
Zm00001d002860	0
Zm00001d002862	0
Zm00001d002863	0
Zm00001d002864	4.8722
Zm00001d002865	1.6162
Zm00001d002866	1.8862
Zm00001d002867	3.2626
Zm00001d002868	1.252
Zm00001d002869	0
Zm00001d002870	0
Zm00001d002871	3.1056
Zm00001d002872	0
Zm00001d002874	0
Zm00001d002873	1.09626
Zm00001d002875	0.3764
Zm00001d000785	0
Zm00001d002876	0.9144
Zm00001d002878	1.1174
ENSRNA049441680	1.0704
Zm00001d002880	1.0704
Zm00001d002879	1.056
Zm00001d002881	0
Zm00001d002882	0.3666
Zm00001d002884	0.5634
Zm00001d002885	0
Zm00001d002886	0
Zm00001d002887	0
Zm00001d002888	0.266
Zm00001d002889	0
Zm00001d002890	0
Zm00001d002891	0
Zm00001d002893	1.1874
Zm00001d002896	2.4662
Zm00001d002897	1.0902
Zm00001d002898	0
Zm00001d002899	0
Zm00001d000786	0.388
Zm00001d002900	0
Zm00001d002901	0
Zm00001d002902	0
Zm00001d002904	0
Zm00001d002905	0
Zm00001d002906	0
Zm00001d002907	0
Zm00001d002912	0
Zm00001d002915	0.718
Zm00001d002917	0.718
Zm00001d002916	0
Zm00001d000787	0
Zm00001d002919	0
Zm00001d002922	0
Zm00001d002925	0
Zm00001d002928	0
Zm00001d002929	0
Zm00001d000788	0
Zm00001d002930	0
Zm00001d002933	0
Zm00001d000789	0.298
Zm00001d002934	0
Zm00001d002936	0
Zm00001d002937	0
Zm00001d002938	0.828
Zm00001d002939	0
Zm00001d002940	0.1936
Zm00001d002941	2.0412
Zm00001d002942	1.1842
Zm00001d002943	0
Zm00001d002944	0
Zm00001d002945	0
Zm00001d002946	0.46492
Zm00001d002949	0
Zm00001d002950	0
Zm00001d002951	0
Zm00001d002952	1.3971
Zm00001d002953	0.212
Zm00001d002955	0.27156
Zm00001d002954	3.713
Zm00001d002956	3.5536
Zm00001d002958	5.27664
Zm00001d002957	5.74732
ENSRNA049441695	5.74732
Zm00001d002959	3.01096
Zm00001d002960	0.158
Zm00001d002961	0
Zm00001d002963	0
ENSRNA049441718	0
Zm00001d002962	0
Zm00001d002964	0.6918
Zm00001d002965	0.074
Zm00001d002966	0.049
Zm00001d002967	0.1156
Zm00001d002968	1.3542
Zm00001d002969	0
Zm00001d002970	0
Zm00001d002971	0
Zm00001d002972	0.6
Zm00001d002973	0.216
Zm00001d002974	0
Zm00001d002975	0.12932
Zm00001d002977	0.12932
Zm00001d002976	0
Zm00001d002978	0
Zm00001d002979	2.071
Zm00001d002980	0
Zm00001d002982	0.3524
