SNP,Chr,Pos,P.value,MAF,nobs,H&B.P.Value,Effect
Zm00001d039958,3,20688079,0.712213084175155,0.47009317763598,590,0.931106959815346,0.00444714234849153
Zm00001d039963,3,20813902,0.91017138481834,0.480106292109292,590,0.979775846329046,-0.00195554149610117
Zm00001d039965,3,20882799,0.315864496987774,0.472874403804571,590,0.748428219119344,-0.0178948797434642
Zm00001d039966,3,20997443,0.239211433252522,0.455645298922471,590,0.690946375328064,0.0254588843279522
Zm00001d039967,3,21008384,0.65065304306433,0.446709818256152,590,0.909190620698832,-0.00972105271678081
Zm00001d039969,3,21077618,0.667184105391295,0.449018619439503,590,0.914638794115348,-0.00817132203600346
Zm00001d039970,3,21117028,0.100347067312986,0.498915096309628,590,0.531041620353817,-0.0334598223083933
Zm00001d039971,3,21174447,0.75851797448077,0.425388585390114,590,0.942159664278346,0.00553094717448427
Zm00001d039973,3,21311762,0.0442523595338313,0.42261867581111,590,0.40386565810275,-0.0377159822710714
Zm00001d039974,3,21321680,0.378997628719975,0.477074893965137,590,0.787244984868906,0.0152043859234502
Zm00001d039975,3,21323159,0.445334006529228,0.469904174296467,590,0.825326455532989,0.0133436396796218
Zm00001d039977,3,21462332,0.185594586050064,0.482619944103178,590,0.643251963367482,-0.0262888491863713
Zm00001d039982,3,21732380,0.888464280077529,0.424854031644493,590,0.975625033532584,-0.0021100753910796
Zm00001d039987,3,21834374,0.0761814567767891,0.496552157762686,590,0.484100425422439,-0.0358256821507951
Zm00001d039988,3,21865295,0.132350353081105,0.461340192817573,590,0.58129898981048,0.0239141311872567
Zm00001d039989,3,21877778,0.35668832329199,0.472047753405676,590,0.77595288012014,0.0218918332098075
Zm00001d039991,3,22050506,0.0708289993630977,0.419390242613983,590,0.469617623872267,-0.0459174096818152
Zm00001d039993,3,22154104,0.0333894972150442,0.473852911045006,590,0.361373275878613,-0.0324317632937912
Zm00001d039994,3,22276219,0.126590781613323,0.466772333901222,590,0.572707877004403,0.027669525589667
Zm00001d039997,3,22422784,0.597978688156933,0.338214452869572,590,0.886203826029057,-0.0133312627588789
Zm00001d040002,3,22475494,0.0562074593429616,0.494098840958832,590,0.434614914739014,-0.0305075918910574
Zm00001d040003,3,22543761,3.66194365908691e-05,0.47256611401108,590,0.0181230179948138,0.0805629983601301
Zm00001d040004,3,22562754,0.267267759438752,0.450082690367467,590,0.713948575877114,0.0230642521133941
Zm00001d040005,3,22637988,0.0233022260379582,0.49991892237155,590,0.317798974415635,0.0332629077825001
Zm00001d040008,3,22775158,0.0242095909426843,0.490343954822108,590,0.323043839274887,-0.0658804415840609
Zm00001d040010,3,22854232,0.167690135005278,0.497928660010721,590,0.623038525945523,-0.0245753704923561
Zm00001d040011,3,22863277,0.0762161296467079,0.49575884103243,590,0.484100425422439,-0.0286705478182692
Zm00001d040014,3,22985961,0.278220976546347,0.423418757326947,590,0.720744064533053,0.0174066000853648
Zm00001d040019,3,23109131,0.75945199967077,0.499381690110724,590,0.942159664278346,0.00543059925036815
Zm00001d040020,3,23248796,0.374501770973029,0.460339733804133,590,0.785449244795892,0.0186909574151827
Zm00001d040023,3,23309375,0.874866243441776,0.497248052617069,590,0.973369848371992,-0.00266780512672304
Zm00001d040026,3,23369523,0.655708429640405,0.457971013843829,590,0.910584568915263,-0.00651016823585876
Zm00001d040027,3,23377488,0.0216128558661711,0.465736573539457,590,0.30938864447729,-0.0406276016614058
Zm00001d040028,3,23433456,0.94467030182486,0.474417216213154,590,0.988421034030355,-0.00106058987625235
Zm00001d040029,3,23586531,0.636013563210567,0.344418114318393,590,0.903189322215884,-0.00720027609842883
Zm00001d040032,3,23643662,0.850619401697296,0.369724187300781,590,0.967409660172555,-0.00312367810163089
Zm00001d040034,3,23839256,0.350521912142486,0.478309757872385,590,0.77068716552168,0.016671882274491
Zm00001d040035,3,23935439,0.153829870129947,0.472549558224057,590,0.608911133237474,-0.0221651425043053
Zm00001d040036,3,23950641,0.264168766222891,0.453423989637359,590,0.710763482865339,0.0245272261998336
Zm00001d040038,3,24228908,0.139250275446057,0.47930119886154,590,0.590801078068005,0.0254415876160793
Zm00001d040040,3,24347329,0.538836428223353,0.444037216166094,590,0.864890674399197,-0.0126949664181094
Zm00001d040046,3,24643431,0.0682518736077116,0.467159413095053,590,0.464434603922715,-0.0234290052879709
Zm00001d040047,3,24745630,0.91106287013621,0.495080826468461,590,0.97986539898329,-0.00202653043816725
Zm00001d040048,3,24757160,0.147942651503284,0.483017027810732,590,0.602740555680368,-0.0221683507682416
Zm00001d040050,3,24828379,0.349118783710375,0.458519657283159,590,0.770146446993464,0.0119440216863532
Zm00001d040051,3,24858774,0.1106809235401,0.486313729296838,590,0.549745744195043,0.0252575202702365
Zm00001d040056,3,25353066,0.688574361283813,0.486292775592892,590,0.923732138274767,-0.00625080312034121
Zm00001d040057,3,25371011,0.327937353924383,0.49867132698926,590,0.758431410961338,0.0119273196619841
Zm00001d040059,3,25411899,0.0178818799905117,0.466433269796073,590,0.28869433461076,-0.0567325452536698
Zm00001d040060,3,25498657,0.0682643247176296,0.42998474261394,590,0.464434603922715,-0.0366724925734717
Zm00001d040061,3,25514772,0.757116617774286,0.47489074274272,590,0.942159664278346,0.00649660812305441
Zm00001d040064,3,25572404,0.00695827714353568,0.447847894782948,590,0.195012026266241,-0.0463938285397067
Zm00001d040066,3,25592413,0.744714928721597,0.476236945016616,590,0.940223295854777,-0.00691948475378384
Zm00001d040067,3,25757941,0.877711684405146,0.480278793591448,590,0.973760940656299,0.00319563506965903
Zm00001d040071,3,25807741,0.246901860108247,0.493624222839143,590,0.699251943433123,-0.0231286804388134
Zm00001d040075,3,25850590,0.292963392232444,0.44802181330218,590,0.733221815928785,0.0301574501590067
Zm00001d040076,3,25952306,0.729836890606191,0.479242313935969,590,0.935301148332514,-0.00613911908659492
Zm00001d040082,3,26319889,0.131596286038206,0.374003087893122,590,0.579645204544508,0.036614730048208
Zm00001d040084,3,26931529,0.899602846663936,0.398939762204048,590,0.977757291756057,-0.00243916663776111
Zm00001d040089,3,27065943,0.00608539594871974,0.435068789528783,590,0.186598110468396,0.0554646081689301
Zm00001d040090,3,27133419,0.882727068479594,0.481138944174937,590,0.974407379430001,-0.00242765568429518
Zm00001d040094,3,27358348,0.16509395172991,0.467917663201358,590,0.620354579791935,-0.0312998316961775
Zm00001d000501,3,27396809,0.69399627522424,0.463170459010739,590,0.92498181905057,0.00589748539306439
Zm00001d040100,3,27425353,0.913786405641843,0.423946363435017,590,0.980522658750948,-0.00186635095741822
Zm00001d000502,3,27549265,0.670995542821016,0.425394109169341,590,0.917084834361907,0.00634126868337045
Zm00001d040107,3,27840060,0.0549652607794266,0.443484779379571,590,0.431379999355657,0.0349486373363984
Zm00001d040109,3,27953105,0.224875546584872,0.498612475550028,590,0.680149919533923,0.0175469845112247
Zm00001d040110,3,27957742,0.973265392634657,0.491903851992055,590,0.99487492233096,0.000510809730422002
Zm00001d040111,3,27971283,0.0654749337798992,0.34704280720041,590,0.459224477198489,-0.0722050036425095
Zm00001d040112,3,27973901,0.419274870461044,0.486501177691549,590,0.811746644113317,-0.0144006667569406
Zm00001d040115,3,28212133,0.110806409385517,0.430280471549709,590,0.549763225432271,0.0216165371221073
Zm00001d040116,3,28229697,0.00192295035791197,0.452419818421888,590,0.111378248509555,-0.0466653335563364
Zm00001d040117,3,28234385,0.0724133439507344,0.473891458085168,590,0.474883338299615,0.0321443000878411
Zm00001d040118,3,28238999,0.103087240389532,0.494407870901145,590,0.535967300441028,-0.0295789560931042
Zm00001d040120,3,28257656,0.809778717296539,0.475896012488948,590,0.956767950178535,-0.00279723089752337
Zm00001d040123,3,28444734,0.764566146922769,0.314811478972301,590,0.943524353584876,0.0086000526891179
Zm00001d040124,3,28464665,0.838548740979748,0.475260461805139,590,0.964065479467932,-0.00411852785203604
Zm00001d040125,3,28534287,0.0129625735073668,0.470548781121158,590,0.251425762746757,0.0384412612298689
Zm00001d040126,3,28539909,0.933164580499824,0.462674133206022,590,0.986029930830934,0.00225097026972376
Zm00001d040127,3,28623780,0.96736327219675,0.443810760083336,590,0.992825360204377,-0.000638892929139212
Zm00001d040129,3,28668662,0.131940162179602,0.337700477806353,590,0.580592529474021,-0.0233139353542158
Zm00001d040130,3,28711131,0.527469350681289,0.430576831917759,590,0.860602978225997,0.0118426431046597
Zm00001d040133,3,28853090,0.932639078204622,0.498760390576479,590,0.985975770042969,-0.000967123342716703
Zm00001d040141,3,29076402,0.808028639693345,0.45146547509031,590,0.956469243682293,0.00310357155664578
Zm00001d040142,3,29090120,0.329068096417955,0.453393227099609,590,0.759183950726009,0.015760294242755
Zm00001d040144,3,29125843,0.18368117312994,0.43512591430986,590,0.641093840342226,-0.0214027160847567
Zm00001d040147,3,29191550,0.634555436702743,0.420221700789705,590,0.902997436261125,0.00923894945914638
Zm00001d040148,3,29230164,0.889671693119908,0.481148518014468,590,0.975934467705814,-0.00234866103648024
Zm00001d040152,3,29271520,0.29444347034916,0.45127178079362,590,0.733751181415575,0.0148655813697032
Zm00001d040154,3,29437444,0.0661422991268121,0.442398885157125,590,0.460069964754243,0.0365573553731982
Zm00001d040155,3,29580356,0.26398793289852,0.468883182705037,590,0.710513401132525,0.02502855027372
Zm00001d040157,3,29588852,0.453390402507616,0.433363678170909,590,0.829437336302712,0.0164968505859213
Zm00001d040158,3,29625662,0.000317610689551085,0.372019757799261,590,0.0537922525936372,-0.0890665924196201
Zm00001d040160,3,29671949,0.00658097287188993,0.432619216551006,590,0.191409100995407,-0.0610746733246201
Zm00001d040163,3,29846486,0.612895526319959,0.444435892711525,590,0.893331151135721,-0.00992446534078607
Zm00001d040164,3,29854180,0.130430259979555,0.493782701216552,590,0.577595161431101,-0.027153655141479
Zm00001d040166,3,30043617,0.671321894255498,0.405470295246537,590,0.9172426306022,-0.00939865086432518
Zm00001d040169,3,30449625,0.0218140848831458,0.448866587115946,590,0.310342938277053,0.0405084899967817
Zm00001d040171,3,30518924,0.347670292525219,0.488705041610859,590,0.769751047801535,-0.01903888837885
Zm00001d040172,3,30544411,0.9879537304014,0.410628217288932,590,0.997424768784563,-0.000253691547054208
Zm00001d040173,3,30593009,0.803055648914311,0.425667531708435,590,0.955324700136848,-0.00748005544497987
Zm00001d040178,3,30685394,0.0402672739006759,0.489546490526265,590,0.390612777131915,0.0474082789899886
Zm00001d040183,3,30975610,0.595683371885145,0.463777089812907,590,0.884767838147262,-0.0129400016163701
Zm00001d040185,3,31042767,0.188882370459152,0.46709237052525,590,0.646672042043303,-0.0264497060062412
Zm00001d040186,3,31047438,0.896536495762012,0.451782627638749,590,0.97771947850562,0.00187877107294182
Zm00001d040188,3,31148377,0.786819006616757,0.43185959143091,590,0.950348792977558,0.00455763075148857
Zm00001d040190,3,31509737,0.374626897513428,0.463848308738106,590,0.785449244795892,0.0173727805923866
Zm00001d040191,3,31619279,0.00156836120311006,0.350366183142499,590,0.104402465099418,0.0698510163339693
Zm00001d040192,3,31627408,0.651728966621605,0.482110379732906,590,0.909300038481213,0.00819027973096509
Zm00001d040193,3,31631301,0.100239523937957,0.389056232869877,590,0.530738722819917,0.0330708075986156
Zm00001d040196,3,31701671,0.25201255848793,0.441413935618752,590,0.702927559703503,0.0274841836026118
Zm00001d040197,3,31705710,0.0702315912455967,0.475083505925497,590,0.467515257898744,-0.0278934623730502
Zm00001d040201,3,31720341,0.622939907683942,0.428871034192121,590,0.897590008977471,0.0102444619390442
Zm00001d040202,3,31827897,0.00590940806918813,0.388331558888227,590,0.184762937839529,-0.0730882043386821
Zm00001d040203,3,31841673,0.50570211250353,0.399649913342296,590,0.850426816826447,-0.0141243919224965
Zm00001d040204,3,32003230,0.173023886938737,0.451336035325255,590,0.628049963280926,0.0241302222670629
Zm00001d040205,3,32011584,0.185868300385644,0.485306748691117,590,0.643359952648078,0.0213670525940803
Zm00001d040210,3,32101450,0.935624373816741,0.470289994709156,590,0.986638044066406,0.00201726391345236
Zm00001d040211,3,32118444,0.327282720032623,0.496045406440918,590,0.758088631577399,0.00982180576136842
Zm00001d040212,3,32141755,0.808104269043598,0.454154277129262,590,0.956504877950199,0.00746997539111049
Zm00001d040213,3,32148638,0.348547217899593,0.453015772381479,590,0.769751047801535,0.0136477125231151
Zm00001d040214,3,32351595,0.679962466607001,0.489533712615425,590,0.921408956858179,0.00461596611510104
Zm00001d040215,3,32388537,0.0127099463226928,0.45887162010777,590,0.250534120299363,0.0532596387206513
Zm00001d040216,3,32393165,0.587875904208734,0.429431751695479,590,0.881422764681518,0.00808198459399267
Zm00001d040218,3,32561179,0.993536973734041,0.436615026142411,590,0.998267192020472,0.000215658627518323
Zm00001d040220,3,32671215,0.0157478837325843,0.445219057598764,590,0.275005494791469,-0.0457805256461654
Zm00001d040221,3,32675617,0.331241448649091,0.453880559079327,590,0.760283881754619,-0.0181621952713123
Zm00001d040222,3,32685138,0.75567283673314,0.456554879572903,590,0.942080066385412,-0.00464761973466382
Zm00001d040228,3,32974823,0.692121409815568,0.364064346676774,590,0.924766823612606,-0.00739186095078037
Zm00001d040231,3,33110293,0.375535223466678,0.433744152418923,590,0.785845231345032,0.0126801281238293
Zm00001d040232,3,33137872,0.792669415630186,0.481388263578745,590,0.952261234241569,-0.00458296696702465
Zm00001d040233,3,33140377,0.0148461668813856,0.424704075618938,590,0.26857162763015,-0.040917867034293
Zm00001d040234,3,33191029,0.41042039696967,0.412950306132849,590,0.807083518944574,0.0209826803548913
Zm00001d040235,3,33200742,0.868132296973351,0.375534229883875,590,0.970883386665606,0.00329479743419425
Zm00001d040238,3,33378958,0.0127745073726316,0.457980761620142,590,0.250534120299363,-0.0462809179437663
Zm00001d040239,3,33381788,0.491098174530302,0.452326283236334,590,0.844929965619376,0.0106224740677188
Zm00001d040242,3,33401353,0.577055636786076,0.405382844098102,590,0.877655477273615,0.0109848945656047
Zm00001d040244,3,33433245,0.951061473183922,0.497833083489285,590,0.989370853539731,-0.0012153520785016
Zm00001d040245,3,33490795,0.409021917951757,0.457778117718056,590,0.806470767609605,0.0184072127918833
Zm00001d040246,3,33613548,0.69186822819985,0.450393756683172,590,0.924766823612606,0.0128016514776754
Zm00001d040248,3,33740978,0.187293411056588,0.485193020393616,590,0.644610626371268,-0.0203366042010891
Zm00001d040249,3,33801129,0.679401695585954,0.489822792840947,590,0.921408956858179,0.00449106598870497
Zm00001d040252,3,34109530,0.915286810080066,0.458859488167521,590,0.981157134489318,0.00174989375142887
Zm00001d040253,3,34132017,0.399062984433426,0.49840645370703,590,0.802140420145994,0.0130669245517837
Zm00001d040254,3,34201668,0.055138476540784,0.497911753377819,590,0.431862177250363,-0.0297622787069709
Zm00001d040257,3,34256905,0.746730901736792,0.435553449067948,590,0.940728736645144,-0.00680220601288439
Zm00001d040259,3,34373666,0.374125782647129,0.483842705869401,590,0.785212200634189,-0.0149281998691843
Zm00001d000506,3,34384605,0.198714540727421,0.488963924149987,590,0.656943660675759,-0.027795447899168
Zm00001d040260,3,34385034,0.314503372771233,0.443189272082301,590,0.747812325424469,-0.0264305150810875
Zm00001d040263,3,34652668,0.0606336258155527,0.438288634267026,590,0.447388849587529,-0.0464549716234054
Zm00001d040264,3,34730647,0.39278701684504,0.471260236964864,590,0.797576760310392,-0.0172776713952206
Zm00001d040265,3,35056424,0.13607127653828,0.371297930142483,590,0.58677151997978,-0.0389019647980993
Zm00001d040268,3,35119839,0.607539195214841,0.415399686146332,590,0.891156581074245,-0.00909899782937496
Zm00001d040270,3,35200228,0.42275764137546,0.4694438053501,590,0.813690133908794,-0.0150109172460844
Zm00001d040274,3,35350411,0.416495374124615,0.476367765355713,590,0.810018509506703,0.0228538693807379
Zm00001d040275,3,35356505,0.114546624997605,0.465772626831764,590,0.55541388834599,-0.0244824526218645
Zm00001d040276,3,35447344,0.290498613916503,0.41591384265578,590,0.731529495432486,-0.0204609809297513
Zm00001d040278,3,35457174,0.969599024382165,0.490629346752755,590,0.993583294499157,-0.000742394211473596
Zm00001d040279,3,35510649,0.834147820454705,0.478289279221001,590,0.963217958421822,-0.00497748740602272
Zm00001d040281,3,35652118,0.275689020881904,0.448767056654063,590,0.719483698711868,-0.0311713048374194
Zm00001d040285,3,35692155,0.779950900780455,0.487706619266884,590,0.948279347674927,0.00454512073292318
Zm00001d040286,3,35721411,0.251242453882751,0.483425336957008,590,0.70209259818754,-0.0192808759103089
Zm00001d040289,3,35908042,0.747285568872937,0.469162189539181,590,0.940978592521118,0.00455490688532875
Zm00001d040290,3,35941532,0.803739268713519,0.474621919596361,590,0.955324700136848,-0.00414961770249983
Zm00001d040291,3,36013414,0.470732598295546,0.444914225046099,590,0.836268199266647,-0.0138249777132539
Zm00001d000508,3,36020109,0.50822251683563,0.381075061591978,590,0.851045950169454,0.0115194539195922
Zm00001d040292,3,36020981,0.174568257574093,0.443513702782597,590,0.629900526236447,-0.0272993054958632
Zm00001d040293,3,36027929,0.255087110783904,0.478597639891917,590,0.704607198618735,-0.0187424722593215
Zm00001d040294,3,36194689,0.0363854734231501,0.451721219006609,590,0.374874334753941,-0.0367198450848025
Zm00001d040297,3,36319753,0.0397203199106268,0.451207129556715,590,0.387652927598363,0.0653494771297782
Zm00001d040298,3,36417931,0.336593616939495,0.433700539398129,590,0.762729314631641,-0.0183902041423477
Zm00001d040301,3,36557966,0.515392844156363,0.474966074129786,590,0.85394674422948,-0.0100124509277799
Zm00001d040302,3,36669164,0.401741144430626,0.481914006122448,590,0.803188030956847,0.0164545001608465
Zm00001d040303,3,36817316,0.943342143657107,0.450134938286841,590,0.987906612786311,0.00127088551685409
Zm00001d040304,3,36892545,0.95136054241974,0.448057839465195,590,0.989450828054222,0.000950896883824215
Zm00001d040305,3,36893536,0.786107350304803,0.451425986451188,590,0.950322123596427,-0.00467543840054357
Zm00001d040308,3,37004302,0.322687644027091,0.402303312220571,590,0.753920068403485,0.0168547717832972
Zm00001d040309,3,37107695,0.599231230783319,0.41737240096358,590,0.886651090739406,0.00811785182472902
Zm00001d040310,3,37114976,0.893464384059944,0.476383748811084,590,0.977029164054171,-0.00219492315551439
Zm00001d040311,3,37403121,0.118963836272425,0.477645077598866,590,0.561961533099956,-0.0315855597304456
Zm00001d040312,3,37521244,0.500807968274492,0.435204897939091,590,0.848720704811168,-0.0139036779817633
Zm00001d040313,3,37580844,0.00412196387687139,0.434098314092034,590,0.160631863184419,0.031330441448119
Zm00001d040314,3,37618168,0.120184648497466,0.462761437026573,590,0.564010726811376,-0.0288070986945279
Zm00001d040315,3,37693604,0.965767688092901,0.417137997895373,590,0.992282539873976,-0.000777939639280745
Zm00001d040317,3,37802079,0.940124779295881,0.474421303145083,590,0.987549013860709,-0.00143472582207371
Zm00001d040318,3,37808012,0.511142407230715,0.46713669567386,590,0.852779281095668,-0.0121240329525987
Zm00001d040320,3,37923664,0.422081135151811,0.489473128834816,590,0.81333163133521,-0.0187624344182592
Zm00001d040322,3,37997055,0.0164143443377396,0.461796128949714,590,0.278323474993209,0.0436955738149698
Zm00001d040323,3,38197170,0.598407513294363,0.475794914727979,590,0.886387214661398,0.0103752237862231
Zm00001d040324,3,38203704,0.124882122360188,0.481585638598146,590,0.569847962239859,0.0261920716354437
Zm00001d040327,3,38307615,0.55602373997061,0.488497349873419,590,0.871822481215015,-0.00707696836096093
Zm00001d040331,3,38375080,0.720779580554594,0.493867582852271,590,0.93362800234276,0.00498282721146365
Zm00001d040333,3,38407996,0.446310862420065,0.485487687089553,590,0.825626842635583,0.0103825171765282
Zm00001d040334,3,38519353,0.251971498888909,0.472664636518324,590,0.702927559703503,-0.0191569958205544
Zm00001d040340,3,38778973,0.0208261641763263,0.437592120350957,590,0.304127219302779,-0.0460611368769409
Zm00001d040341,3,38862363,0.523867896827897,0.453952965586501,590,0.85825098556521,-0.0115155450796627
Zm00001d040342,3,39030992,0.446248330044211,0.478863010049843,590,0.825626842635583,-0.01412741520841
Zm00001d040343,3,39041880,0.0394329621181208,0.484284574682842,590,0.385840977020469,-0.0386653226665117
Zm00001d040344,3,39045836,0.204134231963315,0.461365712750867,590,0.663080747471519,-0.0229339933696322
Zm00001d040348,3,39314836,0.47341623950762,0.45742049045631,590,0.837763671889262,-0.0108258445050614
Zm00001d040351,3,39393105,0.437364202488454,0.493143632541423,590,0.821325558031093,-0.0109492098236731
Zm00001d040356,3,39647289,0.985026909247866,0.492999345669773,590,0.997286494595017,-0.000313692282533695
Zm00001d040357,3,39649104,0.0529285919218539,0.498917804825743,590,0.427172118330808,0.0306355877320523
Zm00001d040360,3,39908343,0.828898000365784,0.492872578484521,590,0.962058436246633,-0.00385584963280661
Zm00001d040361,3,40036927,0.170866864105863,0.443100001673118,590,0.625831039284427,0.0294372257386522
Zm00001d040362,3,40080595,0.607711572058474,0.472099065399903,590,0.891156581074245,-0.0131225370018925
Zm00001d040363,3,40085191,0.570095896089295,0.355527735667657,590,0.875253446472524,-0.0113431364102727
Zm00001d040364,3,40090612,0.551669549407458,0.435180777798437,590,0.869911453377753,0.0177400233381126
Zm00001d040365,3,40180433,0.316536936138044,0.378301097956055,590,0.74884022374505,-0.015954205535545
Zm00001d040366,3,40204612,0.0917589665497497,0.373959529741578,590,0.513995727663713,-0.0298561402194957
Zm00001d040370,3,40525886,0.583957693946274,0.451202822316579,590,0.880772730621659,-0.00604587620119068
Zm00001d040371,3,40532878,0.458951834849447,0.472006597905521,590,0.831068894582343,0.0112320339126659
Zm00001d040372,3,40547924,0.363841127170392,0.496324387306084,590,0.780030383220234,0.0126905586085605
Zm00001d040373,3,40594451,0.0917428934762393,0.497425801564333,590,0.513995727663713,0.0211814279929379
ENSRNA049470937,3,40745800,0.735174339189335,0.472772437092957,590,0.937204336713437,0.00341339399513221
Zm00001d040375,3,40750419,0.503040712768364,0.315491624055496,590,0.849552646235819,-0.00909401259041484
Zm00001d040379,3,40803245,0.0097072965041095,0.433410626263659,590,0.225179981396783,-0.0696978148259983
Zm00001d040381,3,40861828,0.500264547190458,0.421200537535728,590,0.848610030824173,-0.0128814081400251
Zm00001d040382,3,40872493,0.638248583664214,0.429015233362042,590,0.903787263479694,-0.00553119593811051
Zm00001d040383,3,40873806,0.0796753647867149,0.467603044886653,590,0.49281042800529,-0.039326560406296
Zm00001d040389,3,41017675,0.83161026200756,0.442910924591831,590,0.962919019394376,0.00394719477259775
Zm00001d040390,3,41115000,0.279523688023837,0.49914664887355,590,0.721683825715733,0.0180710745736642
Zm00001d040392,3,41124192,0.393977125360998,0.492443299821803,590,0.79885375284062,0.0130139315794437
Zm00001d040393,3,41209163,0.914644959310152,0.444225913933958,590,0.980875352460772,-0.00196992937574381
Zm00001d040399,3,41314143,0.415634659031929,0.490450075159528,590,0.809567112244762,0.022140846272078
Zm00001d040408,3,41714129,0.570104075173229,0.456506428336609,590,0.875253446472524,-0.0101835222864469
Zm00001d040409,3,41725412,0.88220727529068,0.468791360870945,590,0.974407379430001,-0.00263977893487166
Zm00001d040411,3,42015187,0.391196058149351,0.493720263177785,590,0.796427763868769,-0.0156445393712883
Zm00001d040416,3,42358259,0.98749146818703,0.453428638703668,590,0.997365198375327,0.000371677259371372
Zm00001d040422,3,42672281,0.0322572859880695,0.42778497542168,590,0.357294297744537,-0.0475891714774604
Zm00001d040423,3,42817665,0.0833511749449651,0.45456200285713,590,0.500473317852492,-0.0267488803046856
Zm00001d040426,3,42867274,0.651680330370362,0.437373812719906,590,0.909300038481213,0.00740709416922186
Zm00001d040429,3,43101748,0.353198018146783,0.415459959113549,590,0.773022610729121,0.0183853573062179
Zm00001d040435,3,43323740,0.971332452750201,0.497829830123247,590,0.994138521140788,0.000582204357056637
Zm00001d040438,3,43449762,0.839968526489324,0.490714164919242,590,0.964570476236317,0.00363491371108904
Zm00001d040440,3,43522797,0.261751930591581,0.466984720620818,590,0.709540038373189,0.0134252518801977
Zm00001d040441,3,43539013,0.679213865952024,0.456549896262067,590,0.921408956858179,0.00712542440347225
Zm00001d040442,3,43569410,0.753541215903506,0.499171906809715,590,0.942080066385412,0.00432625618359278
Zm00001d040445,3,43699969,0.178732217155763,0.45301833902781,590,0.63538699562797,-0.0258831478329345
Zm00001d040446,3,43701925,0.856832066483803,0.47872863126414,590,0.968097508715236,0.00519768623189099
Zm00001d040448,3,43804063,0.918954288557733,0.315555082335783,590,0.981705484625447,-0.00185276360094461
Zm00001d040449,3,43825329,0.16932931373188,0.361396710212408,590,0.624082551823339,0.0245548618301992
Zm00001d040450,3,43934767,0.0211484112125674,0.492252807361936,590,0.306515959937774,-0.0500922412934193
Zm00001d040455,3,44149350,0.923973866721404,0.474719830621195,590,0.983465434510621,-0.00146912338144972
Zm00001d040456,3,44227038,0.585027232276164,0.423930599046723,590,0.881010161863626,0.013867436843461
Zm00001d040457,3,44319661,0.988710110201938,0.414167617200027,590,0.99750905864008,0.000181887174070389
Zm00001d040459,3,44576874,0.298329692848654,0.491135337070304,590,0.735825494126024,0.0177210100698435
Zm00001d040462,3,44592736,0.141699664218931,0.463685273039766,590,0.593746089598289,0.0289222600182222
Zm00001d040463,3,44744039,0.427889911528811,0.474480532195146,590,0.816234077919744,-0.0126081788180137
Zm00001d040464,3,44811230,0.0283512483903767,0.482274630232835,590,0.336770192541668,-0.0533959186366282
Zm00001d040465,3,44944430,0.865915484743065,0.432367711185407,590,0.970331593973593,-0.00363145178138358
Zm00001d040466,3,44985546,0.167094228677333,0.456466101912442,590,0.622369011690091,-0.0293267179083315
Zm00001d040467,3,44999238,0.172570837816436,0.464560256832628,590,0.627984164255315,0.0284550340052258
Zm00001d040468,3,45120037,0.160034897880236,0.490574085098533,590,0.614833650746912,-0.023327087486944
Zm00001d040470,3,45272539,0.879480769509959,0.495736058693619,590,0.973848526071578,-0.00357248735971388
Zm00001d040475,3,45714344,0.000237738078533674,0.449836947224922,590,0.0465914951735015,-0.0727588124058619
Zm00001d040477,3,45760766,0.00581017668957369,0.483970630750778,590,0.183263700635311,-0.0599940535068132
Zm00001d040479,3,46076165,0.576131596006117,0.485414482849653,590,0.877137976468444,0.00679598598292475
Zm00001d040496,3,46772791,0.89611718204271,0.385524927436338,590,0.97770852799471,0.00211493241287092
Zm00001d040500,3,47004098,0.581631278520091,0.414623359426961,590,0.879962963055262,-0.00924943500993691
Zm00001d040503,3,47223813,0.254717855112932,0.429866702652651,590,0.704180405258173,0.0314279395259291
Zm00001d040504,3,47292181,0.478769694444727,0.473286152974853,590,0.839621553730195,-0.0174446515685629
Zm00001d040508,3,47519975,0.757753005034732,0.430316581379905,590,0.942159664278346,-0.0089326522633526
Zm00001d040509,3,47520802,0.93067269129031,0.425898885902865,590,0.985664110795538,-0.00242143488892932
Zm00001d040513,3,47623384,0.789460488647669,0.470586545270304,590,0.951383963794502,0.00469493519083353
Zm00001d040515,3,47731374,0.0628940757340343,0.499976419406216,590,0.454766385826164,0.0371442636262932
Zm00001d040517,3,47815613,0.00164364364014535,0.429634977989939,590,0.10495335642963,0.0618312506703619
Zm00001d040518,3,47874630,0.121989007410525,0.451472356668598,590,0.566006546065552,-0.0223752051885722
Zm00001d040519,3,47878960,0.51230562679484,0.494344002323546,590,0.853054160612391,0.0120254824629852
Zm00001d040526,3,48128556,0.0972846506265456,0.431240283267701,590,0.524243029836851,-0.0280292044781408
Zm00001d040527,3,48286239,0.755899489983038,0.454581706703308,590,0.942080066385412,-0.00817226844340846
Zm00001d040535,3,48587357,0.722310833119827,0.499597595422743,590,0.93390537284233,0.00686958739509935
Zm00001d040536,3,48598914,0.24333556776911,0.497679719797229,590,0.695292118081025,0.0219591527066192
Zm00001d040539,3,48724573,0.337272685102594,0.416380631183022,590,0.763056402064338,0.0159692516638832
Zm00001d040540,3,48724704,0.147110907157236,0.391193215988132,590,0.601564842071581,0.0219893173357496
