Chr	Start	End	Min_P	Min_Pos	N_Gene	#target	#overlap	Ratio_target_overlap	Ratio_neg_g_overlap	P_grp	P_les
6	121995571	122074060	2.93167e-09	122056959	197	197	18	9.13705583756345	0.55367579206398	0.977	0.016
6	124907983	125097004	6.39313e-09	125073900	109	109	56	51.3761467889908	1.72254690864349	0.001	1.001
6	125541584	125634878	5.03389e-11	125612710	124	124	4	3.2258064516129	0.123039064903107	1.001	0.001
6	125919107	126176947	1.61291e-14	126010518	332	332	5	1.50602409638554	0.153798831128883	1.001	0.001
6	129369163	129502744	1.59945e-10	129405774	105	105	23	21.9047619047619	0.707474623192864	0.009	0.989
6	133895436	133917381	8.84829e-09	133905973	105	105	3	2.85714285714286	0.09227929867733	1.001	0.001
6	137131489	137199895	6.61542e-13	137189895	312	312	19	6.08974358974359	0.584435558289757	1.001	0.001
6	144685251	144710094	2.51863e-10	144695251	133	133	26	19.5488721804511	0.799753921870194	0.027	0.956
6	145369763	145452069	1.2597e-10	145425735	260	260	22	8.46153846153846	0.676714856967087	0.986	0.012
6	166865051	166909152	4.52961e-11	166877827	167	167	35	20.9580838323353	1.07659181790218	0.004	0.993
7	4391081	4464446	2.23615e-16	4454446	265	265	2	0.754716981132076	0.0615195324515534	1.001	0.001
7	6068297	6165546	1.09679e-09	6153557	131	131	19	14.5038167938931	0.584435558289757	0.387	0.527
7	11385496	11429285	5.4456e-17	11404638	298	298	3	1.00671140939597	0.09227929867733	1.001	0.001
7	14997758	15134799	8.2763e-10	15075047	101	101	2	1.98019801980198	0.0615195324515534	0.999	0.001
7	15801236	15940611	7.62242e-09	15840491	102	102	6	5.88235294117647	0.18455859735466	0.953	0.026
7	16352776	16424802	4.69935e-13	16414802	108	108	3	2.77777777777778	0.09227929867733	1.001	0.001
7	19261317	19303738	1.88791e-09	19291849	109	109	2	1.8348623853211	0.0615195324515534	1.001	0.001
7	21765293	21863253	7.36575e-16	21793494	345	345	4	1.15942028985507	0.123039064903107	1.001	0.001
7	22230607	22252895	4.27422e-17	22242895	102	102	1	0.980392156862745	0.0307597662257767	1.001	0.001
7	22563850	22653740	7.12395e-13	22578342	283	283	6	2.12014134275618	0.18455859735466	1.001	0.001
7	26919459	26945372	1.47222e-09	26935372	117	117	25	21.3675213675214	0.768994155644417	0.008	0.985
7	30696234	30770668	1.14176e-12	30706968	112	112	3	2.67857142857143	0.09227929867733	1.001	0.001
7	33866557	33894242	4.01584e-17	33879656	109	109	0	0	0	1.001	0.001
7	98419083	98461237	3.71882e-14	98429319	281	281	1	0.355871886120996	0.0307597662257767	1.001	0.001
7	99633950	99704081	7.24373e-15	99643950	110	110	1	0.909090909090909	0.0307597662257767	1.001	0.001
7	107249406	107292375	5.83481e-10	107260499	121	121	3	2.47933884297521	0.09227929867733	1.001	0.001
7	107892880	108023070	8.12535e-11	107905178	116	116	3	2.58620689655172	0.09227929867733	1.001	0.001
7	158623801	158871964	5.78701e-11	158634492	172	172	5	2.90697674418605	0.153798831128883	1.001	0.001
7	161566219	161625512	2.72773e-14	161594787	782	782	4	0.51150895140665	0.123039064903107	1.001	0.001
7	162034367	162207226	6.00871e-10	162113357	353	353	18	5.09915014164306	0.55367579206398	1.001	0.001
7	162943405	163010116	5.35261e-11	162981673	805	805	57	7.08074534161491	1.75330667486927	1.001	0.001
7	164901752	165027126	2.17932e-12	164964053	175	175	3	1.71428571428571	0.09227929867733	1.001	0.001
7	173843946	173928293	1.39904e-12	173904085	473	473	44	9.30232558139535	1.35342971393417	0.999	0.002
7	175605268	175647732	1.42849e-09	175619101	187	187	9	4.81283422459893	0.27683789603199	1.001	0.001
7	177659584	177718233	1.11778e-14	177687704	699	699	14	2.00286123032904	0.430636727160874	1.001	0.001
7	177988558	178198651	4.85316e-14	178156336	364	364	5	1.37362637362637	0.153798831128883	1.001	0.001
7	179091386	179146816	1.0268e-09	179117173	159	159	27	16.9811320754717	0.83051368809597	0.12	0.825
7	179319522	179447442	7.71094e-26	179355930	142	142	4	2.8169014084507	0.123039064903107	1.001	0.001
7	179615851	179691352	1.36855e-12	179648677	373	373	4	1.07238605898123	0.123039064903107	1.001	0.001
7	179989555	180157096	5.27289e-11	180000411	282	282	22	7.80141843971631	0.676714856967087	1	0.001
8	6760091	6926372	3.62664e-10	6869842	225	225	66	29.3333333333333	2.03014457090126	0.001	1.001
8	11657074	11712003	2.38619e-11	11696393	118	118	3	2.54237288135593	0.09227929867733	1.001	0.001
8	16458141	16500103	1.589e-12	16468141	108	108	1	0.925925925925926	0.0307597662257767	1.001	0.001
8	17370980	17424727	2.28809e-10	17392793	138	138	9	6.52173913043478	0.27683789603199	0.998	0.002
8	19933121	20165585	4.34689e-11	19982358	144	144	4	2.77777777777778	0.123039064903107	1.001	0.001
8	22595438	22657824	1.16871e-16	22643669	552	552	34	6.15942028985507	1.04583205167641	1.001	0.001
8	24722859	24797123	5.53174e-13	24756692	262	262	4	1.52671755725191	0.123039064903107	1.001	0.001
8	73197620	73344140	4.30751e-12	73251649	109	109	1	0.91743119266055	0.0307597662257767	1.001	0.001
8	109465351	109630696	2.96667e-09	109540903	158	158	1	0.632911392405063	0.0307597662257767	1.001	0.001
8	109932158	110118274	1.0499e-24	109971976	325	325	16	4.92307692307692	0.492156259612427	1.001	0.001
8	110376405	110495594	4.36264e-31	110395135	300	300	8	2.66666666666667	0.246078129806213	1.001	0.001
8	112556355	112646194	9.42656e-10	112581727	123	123	11	8.94308943089431	0.338357428483543	0.907	0.057
8	112833115	112862493	2.80024e-10	112852493	187	187	16	8.55614973262032	0.492156259612427	0.987	0.01
8	119500397	119551021	4.55414e-12	119510804	130	130	2	1.53846153846154	0.0615195324515534	1.001	0.001
8	157357058	157403212	2.5052e-13	157367579	126	126	5	3.96825396825397	0.153798831128883	0.999	0.003
8	160696183	160719794	8.39273e-13	160708779	472	472	12	2.54237288135593	0.36911719470932	1.001	0.001
8	168944067	169037212	1.39119e-11	169006817	188	188	2	1.06382978723404	0.0615195324515534	1.001	0.001
8	177127668	177170432	4.52109e-10	177155426	116	116	22	18.9655172413793	0.676714856967087	0.046	0.927
8	178265863	178393558	2.38211e-11	178277963	509	509	45	8.84086444007858	1.38418948015995	1	0.002
8	178609532	178712611	6.13217e-10	178663908	171	171	31	18.1286549707602	0.953552752999077	0.048	0.943
9	699422	780778	6.20715e-10	757415	106	106	11	10.377358490566	0.338357428483543	0.812	0.103
9	971237	1748377	1.09813e-16	1147525	3150	3150	338	10.7301587301587	10.3968009843125	0.92	0.071
9	3948332	4146788	7.43401e-14	4037779	569	569	31	5.4481546572935	0.953552752999077	1.001	0.001
9	4551003	4642292	1.50489e-13	4608376	2070	2070	160	7.72946859903382	4.92156259612427	1.001	0.001
9	4955711	5101715	2.58106e-10	4972416	485	485	64	13.1958762886598	1.96862503844971	0.563	0.389
9	5370524	5525656	9.36734e-12	5435427	237	237	18	7.59493670886076	0.55367579206398	0.999	0.002
9	5771884	5805867	2.30141e-09	5795867	162	162	5	3.08641975308642	0.153798831128883	1.001	0.001
9	6667932	6721670	3.47449e-15	6693955	749	749	20	2.67022696929239	0.615195324515534	1.001	0.001
9	7697872	7854251	1.07974e-11	7841560	330	330	17	5.15151515151515	0.522916025838204	1.001	0.001
9	7958727	7991492	1.82405e-11	7981492	357	357	19	5.32212885154062	0.584435558289757	1.001	0.001
9	8352660	8717445	3.93972e-13	8372099	496	496	29	5.84677419354839	0.892033220547524	1	0.001
9	9605168	9734206	6.33468e-10	9662636	151	151	13	8.60927152317881	0.399876960935097	0.949	0.029
9	11136612	11199460	2.84358e-14	11161798	189	189	18	9.52380952380952	0.55367579206398	0.922	0.05
9	11791263	11847816	4.35411e-10	11805533	183	183	3	1.63934426229508	0.09227929867733	1.001	0.001
9	11964216	12017595	1.74855e-11	11974216	101	101	19	18.8118811881188	0.584435558289757	0.023	0.955
9	12654152	12716710	8.05197e-11	12664152	142	142	8	5.63380281690141	0.246078129806213	0.998	0.002
9	12880304	12909661	1.16284e-10	12897973	120	120	3	2.5	0.09227929867733	1	0.001
9	13403461	13449359	5.09657e-13	13439359	115	115	24	20.8695652173913	0.73823438941864	0.007	0.988
9	14379857	14428775	5.89162e-12	14410346	125	125	1	0.8	0.0307597662257767	1.001	0.001
9	15673062	15744386	5.33453e-10	15710032	174	174	26	14.9425287356322	0.799753921870194	0.245	0.691
9	16215536	16269091	1.76388e-10	16259020	134	134	16	11.9402985074627	0.492156259612427	0.523	0.365
9	17505932	17554941	6.81166e-11	17521706	426	426	46	10.7981220657277	1.41494924638573	0.967	0.029
9	17749640	17798636	2.63389e-10	17788636	247	247	30	12.1457489878543	0.922792986773301	0.728	0.204
9	48888732	48966554	1.26437e-11	48906407	188	188	29	15.4255319148936	0.892033220547524	0.265	0.673
9	52028838	52070672	1.7445e-10	52043307	229	229	43	18.7772925764192	1.3226699477084	0.016	0.978
9	104410946	104565442	1.35014e-10	104550983	285	285	2	0.701754385964912	0.0615195324515534	1.001	0.001
9	108575107	108612173	9.22963e-13	108587874	221	221	3	1.35746606334842	0.09227929867733	1.001	0.001
9	110033778	110122622	8.13516e-12	110059454	284	284	66	23.2394366197183	2.03014457090126	0.001	1.001
9	111817006	111914219	8.09373e-11	111862372	174	174	38	21.8390804597701	1.16887111657951	0.002	1
9	116722121	116773929	2.47186e-10	116763405	139	139	2	1.43884892086331	0.0615195324515534	1.001	0.001
9	119273914	119394904	8.94627e-176	119359767	438	438	60	13.6986301369863	1.8455859735466	0.518	0.414
9	121962949	122010094	2.07905e-09	121999901	169	169	2	1.18343195266272	0.0615195324515534	1.001	0.001
9	122870940	122930948	6.8521e-12	122889720	341	341	6	1.75953079178886	0.18455859735466	1.001	0.001
9	129959579	129990785	4.45834e-11	129977483	122	122	1	0.819672131147541	0.0307597662257767	1.001	0.001
9	139117436	139251699	1.93355e-20	139194903	998	998	14	1.40280561122244	0.430636727160874	1.001	0.001
9	141966618	142016903	1.51887e-13	141984334	188	188	10	5.31914893617021	0.307597662257767	1.001	0.001
9	143298656	143346981	8.79629e-18	143320191	398	398	2	0.50251256281407	0.0615195324515534	1.001	0.001
9	143455428	143584742	3.13723e-11	143572541	310	310	18	5.80645161290323	0.55367579206398	1.001	0.001
9	145889282	146508194	4.06023e-16	146148376	1875	1875	51	2.72	1.56874807751461	1.001	0.001
9	146631685	146657935	1.36748e-10	146642787	268	268	4	1.49253731343284	0.123039064903107	1.001	0.001
9	146827540	146860219	1.73211e-14	146838187	904	904	71	7.85398230088496	2.18394340203014	1.001	0.001
9	147309948	147426220	3.95038e-10	147332729	340	340	7	2.05882352941176	0.215318363580437	1.001	0.001
9	147573243	147652707	1.33245e-15	147599352	1079	1079	19	1.76088971269694	0.584435558289757	1.001	0.001
9	148305363	148940769	2.2896e-15	148356140	4203	4203	212	5.04401617891982	6.52107043986466	1.001	0.001
9	152285854	152317828	9.75854e-10	152307771	105	105	4	3.80952380952381	0.123039064903107	1.001	0.001
9	154740173	154993651	3.3551e-14	154812216	1422	1422	218	15.3305203938115	6.70562903721932	0.031	0.962
9	155099150	155136365	2.35435e-12	155116017	1100	1100	222	20.1818181818182	6.82866810212242	0.001	1.001
9	155621623	155688435	1.39223e-11	155650789	103	103	12	11.6504854368932	0.36911719470932	0.631	0.252
9	156560940	156626749	2.15037e-10	156607239	146	146	15	10.2739726027397	0.46139649338665	0.888	0.083
9	157057443	157136709	1.44666e-09	157107677	175	175	35	20	1.07659181790218	0.012	0.981
9	157454749	157657376	2.10768e-14	157468898	1352	1352	137	10.1331360946746	4.21408797293141	1.001	0.001
10	678225	754308	4.9204e-14	721005	168	168	14	8.33333333333333	0.430636727160874	0.978	0.013
10	7848113	7924663	1.98727e-09	7858113	110	110	27	24.5454545454545	0.83051368809597	0.002	0.998
10	8232672	8252672	3.51298e-12	8242672	170	170	40	23.5294117647059	1.23039064903107	0.002	0.999
10	8741246	8914890	4.87971e-12	8871181	352	352	53	15.0568181818182	1.63026760996616	0.215	0.734
10	9142044	9165058	1.12843e-10	9155058	154	154	25	16.2337662337662	0.768994155644417	0.19	0.749
10	9305433	9435034	2.46531e-11	9315433	240	240	43	17.9166666666667	1.3226699477084	0.027	0.959
10	9900859	10013562	9.51456e-13	9931154	183	183	27	14.7540983606557	0.83051368809597	0.345	0.6
10	10576386	10691244	1.59938e-11	10680220	444	444	48	10.8108108108108	1.47646877883728	0.976	0.018
10	10905723	11097611	1.34579e-13	10915723	396	396	54	13.6363636363636	1.66102737619194	0.093	0.879
10	11334593	11370172	6.22205e-15	11346020	385	385	18	4.67532467532468	0.55367579206398	1.001	0.001
10	11838132	11895879	8.66753e-11	11849317	108	108	12	11.1111111111111	0.36911719470932	0.78	0.145
10	12132045	12152045	1.00543e-12	12142045	138	138	32	23.1884057971014	0.984312519224854	0.004	0.997
10	12333287	12361869	1.44154e-10	12349456	204	204	27	13.2352941176471	0.83051368809597	0.575	0.353
10	12764711	12784711	2.00903e-12	12774711	133	133	32	24.0601503759398	0.984312519224854	0.001	0.999
10	13240140	13363627	4.44986e-15	13288469	478	478	52	10.8786610878661	1.59950784374039	0.959	0.033
10	13688714	13749011	9.13147e-14	13716734	464	464	52	11.2068965517241	1.59950784374039	0.958	0.031
10	16573016	16659696	2.63564e-11	16585376	163	163	12	7.36196319018405	0.36911719470932	0.967	0.013
10	16860349	16903083	3.39192e-12	16881543	127	127	29	22.8346456692913	0.892033220547524	0.002	0.998
10	18414025	18552397	4.65177e-14	18427508	220	220	15	6.81818181818182	0.46139649338665	0.999	0.003
10	19899124	20091281	1.09189e-13	19916216	319	319	49	15.3605015673981	1.50722854506306	0.063	0.917
10	20231646	20295113	4.03697e-12	20264678	120	120	13	10.8333333333333	0.399876960935097	0.796	0.132
10	20853136	20897001	2.76427e-12	20886533	194	194	36	18.5567010309278	1.10735158412796	0.035	0.952
10	21406246	21558258	2.25043e-16	21457435	415	415	66	15.9036144578313	2.03014457090126	0.111	0.861
10	29303630	29375205	3.62672e-15	29339507	526	526	66	12.5475285171103	2.03014457090126	0.779	0.195
10	29553652	29780201	2.87806e-13	29648704	203	203	14	6.89655172413793	0.430636727160874	0.998	0.003
10	33131671	33304339	2.48326e-12	33211096	106	106	12	11.3207547169811	0.36911719470932	0.664	0.244
10	35678178	35791092	1.30505e-09	35721497	171	171	27	15.7894736842105	0.83051368809597	0.163	0.781
10	61526796	61629471	8.59146e-11	61569135	176	176	11	6.25	0.338357428483543	1	0.001
10	71823500	71873161	1.12045e-10	71862510	100	100	8	8	0.246078129806213	0.966	0.021
10	73614095	73655529	4.00534e-14	73625667	335	335	34	10.1492537313433	1.04583205167641	0.982	0.014
10	74198186	74349696	6.51077e-16	74270788	925	925	70	7.56756756756757	2.15318363580437	1.001	0.001
10	75237784	75282033	7.41747e-16	75265450	109	109	14	12.8440366972477	0.430636727160874	0.589	0.3
10	75968043	76038485	1.9564e-13	75992854	373	373	44	11.7962466487936	1.35342971393417	0.885	0.087
10	80151465	80284295	5.44358e-09	80209303	169	169	47	27.810650887574	1.4457090126115	0.001	1.001
10	82416164	82533647	2.88039e-14	82523647	102	102	7	6.86274509803922	0.215318363580437	0.975	0.014
10	83905377	84144106	2.29233e-14	84040480	490	490	48	9.79591836734694	1.47646877883728	0.7	0.244
10	84402392	84449120	1.07075e-13	84439120	171	171	30	17.5438596491228	0.922792986773301	0.081	0.882
10	84663715	84684383	1.34285e-12	84674147	303	303	41	13.5313531353135	1.26115041525684	0.574	0.367
10	85501404	85662458	9.5213e-14	85511756	351	351	55	15.6695156695157	1.69178714241772	0.143	0.82
10	99642301	99725477	1.49088e-12	99653680	383	383	19	4.96083550913838	0.584435558289757	1.001	0.001
10	100332755	100405234	2.50243e-13	100362018	125	125	10	8	0.307597662257767	0.955	0.027
10	100636450	100671440	1.21602e-09	100647728	107	107	1	0.934579439252336	0.0307597662257767	1.001	0.001
10	101246308	101385919	3.71694e-11	101256308	199	199	0	0	0	1.001	0.001
10	110700799	110798871	8.83476e-12	110737798	139	139	25	17.9856115107914	0.768994155644417	0.059	0.913
10	111090452	111134320	3.27025e-12	111112981	104	104	0	0	0	1.001	0.001
10	113098256	113118256	9.98277e-13	113108256	148	148	42	28.3783783783784	1.29191018148262	0.001	1.001
10	113825805	113935742	6.55121e-10	113925733	268	268	52	19.4029850746269	1.59950784374039	0.009	0.992
10	114238415	114475659	2.70436e-12	114248795	330	330	13	3.93939393939394	0.399876960935097	1.001	0.001
10	114709900	114799931	6.86226e-11	114775227	179	179	28	15.6424581005587	0.861273454321747	0.163	0.778
10	115341688	115698587	3.36598e-12	115580023	450	450	73	16.2222222222222	2.2454629344817	0.011	0.989
10	115898250	115965451	2.16939e-11	115946577	236	236	27	11.4406779661017	0.83051368809597	0.855	0.107
10	116404240	116427768	2.87139e-13	116414240	178	178	42	23.5955056179775	1.29191018148262	0.002	0.999
10	117801752	117908868	5.44559e-12	117858591	176	176	32	18.1818181818182	0.984312519224854	0.039	0.939
10	118489074	118517205	1.58003e-14	118501906	144	144	1	0.694444444444444	0.0307597662257767	1.001	0.001
10	118808264	118869415	3.77092e-09	118832295	144	144	0	0	0	1.001	0.001
10	119097296	119367566	1.13857e-13	119200218	136	136	13	9.55882352941176	0.399876960935097	0.857	0.08
10	119724682	119780269	3.35934e-11	119770269	104	104	22	21.1538461538462	0.676714856967087	0.016	0.977
10	126744948	126899050	2.90906e-10	126888349	467	467	38	8.13704496788008	1.16887111657951	1.001	0.001
10	128455028	128658088	1.57413e-11	128591106	114	114	7	6.14035087719298	0.215318363580437	0.981	0.006
10	131430171	131486061	8.30737e-12	131468037	343	343	144	41.9825072886297	4.42940633651184	0.001	1.001
10	135663465	135701061	2.09925e-14	135687307	104	104	7	6.73076923076923	0.215318363580437	0.95	0.017
10	136853054	136947345	1.29708e-11	136931403	117	117	15	12.8205128205128	0.46139649338665	0.483	0.412
10	137448597	137542293	5.79025e-10	137513482	169	169	32	18.9349112426036	0.984312519224854	0.021	0.965
10	139134450	139199076	8.29422e-10	139149014	115	115	2	1.73913043478261	0.0615195324515534	1.001	0.001
10	139440895	139524061	2.25669e-10	139499399	138	138	32	23.1884057971014	0.984312519224854	0.001	1.001
10	139714699	139801859	2.22642e-10	139759274	238	238	16	6.72268907563025	0.492156259612427	1.001	0.001
10	140723543	140842998	7.15027e-13	140832854	359	359	53	14.7632311977716	1.63026760996616	0.203	0.758
10	142242195	142437145	8.3682e-11	142376580	115	115	10	8.69565217391304	0.307597662257767	0.835	0.108
10	143286538	143324526	1.81412e-10	143312803	182	182	25	13.7362637362637	0.768994155644417	0.49	0.416
10	147297529	147376429	1.94974e-11	147316834	102	102	1	0.980392156862745	0.0307597662257767	1.001	0.001
10	148702900	148831606	1.05891e-12	148821606	328	328	25	7.6219512195122	0.768994155644417	1	0.002
10	149152383	149409853	5.03076e-12	149174771	330	330	24	7.27272727272727	0.73823438941864	1.001	0.001
10	149567347	149638815	8.14024e-14	149613752	283	283	19	6.71378091872791	0.584435558289757	1.001	0.001
